0,0,104,49,0,0,0,150,0,46,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,0,1,21,6,1,7,4,16,14,3,19,83,69,1,5,0,0,13,3,0,0,4,26,0,0,0,0,0,0,5,25,3,0,8,0,7,5
69,0,0,160,0,0,0,92,0,15,0,0,2,0,0,11,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
44,0,164,0,2,0,5,61,0,31,0,0,11,10,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
0,0,0,0,0,176,69,0,25,0,48,0,0,0,30,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,166,0,74,2,35,0,37,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,36,103,0,0,122,6,34,5,2,6,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
151,2,126,58,1,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,20,87,133,0,0,14,22,11,2,15,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
72,0,18,43,0,0,10,17,21,0,5,4,18,0,0,137,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0
3,2,0,0,54,133,79,0,48,5,0,0,0,0,23,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,2,4,18,0,37,7,0,0,111,131,10,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5
4,4,3,9,0,0,11,2,22,46,0,105,0,119,7,5,0,0,0,0,0,2,0,0,0,0,0,0,5,2,0,0,0,3,0,0,0,0,5,0
0,9,0,2,2,4,23,0,38,1,1,116,82,0,48,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,2
0,23,0,0,42,127,36,0,47,1,7,0,0,22,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,12,15,22,8,48,4,2,18,103,3,0,0,3,90,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,157,44,3,48,3,41,3,0,0,0,0,0,0,13,6,1,0,23,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,46,7,51,3,52,5,0,2,0,0,0,0,0,9,2,0,39,0,2,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,60,0,3,17,6,31,107,0,1,0,0,0,0,0,36,0,0,0,27,3,36,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,17,17,3,0,47,51,86,0,1,1,0,11,0,0,0,0,5,1,45,3,0,0,3,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,78,22,27,0,75,5,9,0,0,0,0,25,3,0,1,5,2,8,1,0,4,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,16,26,104,0,2,12,0,0,1,1,64,15,0,0,0,8,1,50,10,1,24,0
0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,49,67,28,46,6,0,0,108,0,1,0,5,0,0,1,8,0,0,17,0,0,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,13,122,0,6,4,112,0,0,2,3,0,0,3,2,29,0,0,2,15,20,13,0,0
2,2,0,0,0,0,1,0,2,0,0,0,0,0,3,3,7,2,0,2,1,0,3,0,0,156,3,104,0,0,0,0,43,0,11,0,0,0,0,9
0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,17,0,1,0,0,0,1,158,0,1,77,0,0,2,0,35,0,25,2,0,2,0,10
0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,12,0,0,4,0,16,0,0,0,19,0,15,111,121,7,4,0,10,14,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,2,6,2,2,8,1,133,64,6,0,3,2,1,0,62,0,25,7,0,0,0,23
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,38,63,0,0,0,0,0,1,0,175,0,1,7,7,3,17,0,9,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,40,63,0,0,0,0,3,3,171,0,2,3,3,5,1,24,1,13,19,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,4,19,0,1,0,11,4,3,2,86,7,1,7,0,157,13,0,0,1,1,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,72,3,1,0,8,36,0,0,56,2,4,9,111,0,16,0,0,2,1,1,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,22,0,8,24,0,2,0,37,22,6,69,8,9,9,15,0,9,46,1,0,0,0,45
0,28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,36,107,0,1,5,1,1,7,48,18,0,0,13,0,3,8,21,1,35,12
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,43,110,0,14,20,4,16,0,0,12,0,2,1,0,0,0,7,0,0,60,4,0,21,37
0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,2,2,2,30,0,3,41,0,9,3,2,2,2,5,2,0,0,0,2,64,0,100,61,10,5
0,4,9,6,0,0,0,3,0,1,0,0,2,3,0,2,0,0,22,2,2,9,7,45,0,3,7,0,0,3,0,2,1,4,20,143,0,32,0,22
3,0,3,3,0,0,2,0,0,6,0,0,0,0,0,10,0,3,59,0,2,3,1,27,0,2,0,0,19,2,0,4,0,0,10,99,23,0,73,0
0,3,0,0,0,0,1,0,0,0,0,3,2,1,2,0,5,8,5,2,88,57,0,0,0,0,0,0,39,4,0,0,0,10,36,26,0,60,0,2
0,1,0,0,1,3,26,0,8,1,0,2,0,1,0,3,15,3,0,29,7,0,12,0,5,4,0,13,0,0,0,0,68,0,90,18,31,0,13,0
